id_program,id_site,id_organization,program_name,agency_name,site_name,site_address,site_city,site_county,site_province,site_country,site_postalcode,site_latitude,site_longitude,id_cioc,pubcode_cioc,heading_cioc,category,tax_code,tax_name,physical_access,desc_program,desc_agency,email,how_to_apply,eligibilty,fees,funding_source,hours,languages_of_service,website,coverage_cioc,phone_office,phone_tollfree,phone_tty,fax,last_verified_date,record_owner,record_language
55038578,55038577,55038576,Mary Street Centre,St James United Church,Parry Sound,24 Mary St,Parry Sound,Parry Sound,ON,Canada,P2A 1C9,45.345327,-80.033329,PSD0492,,,Assistive devices/services;Free / Low Cost Meals;Free / Low-cost meals;Hearing impairment,BD-5000.1470; LH-0600.3000; PV-6500.1500*YR-1500.9100; PV-6500.1500*YR-1500.9100,Community Meals; Hearing Augmentation Aids; Christian Churches*Communauté de l'Église Unie; Christian Churches*United Church Community,,"Church with Sunday service at 10:30 am and Community Centre
<br>Also provides:
<br>* hearing assistance devices 
<br>* free weekly hospitality lunch
<br>* free community meal
<br>* Mary Street Boutique - low cost, gently used clothing for sale
<br>* room rentals for Community events","Church with Sunday service at 10:30 am and Community Centre
<br>Also provides:
<br>* hearing assistance devices 
<br>* free weekly hospitality lunch
<br>* free community meal
<br>* Mary Street Boutique - low cost, gently used clothing for sale
<br>* room rentals for Community events",stjames@cogeco.net,Call or email for information * registration not required for community lunch/supper meals,No restrictions,Donation,,"Office:  Mon-Fri 1 pm-4 pm (Sept-Jun) * Mon-Thurs noon to 4 pm (July,Aug)
Mary Street Boutique: Tue 12:00 pm - 2:30 pm
Weekly hospitality lunch: Mon 12 noon-1 pm  
Harvest Share Community dinner Wed 5 pm
Dates: Weekly hospitality lunch, community meal and Mary Street Boutique Sep-Jun",English,www.stjamesps.com,Parry Sound - Parry Sound - NULL,705-746-8553,,,,Feb 27 2018,,en
55136441,55136440,55136439,Iroquois United Church,Iroquois-Matilda Pastoral Charge,Iroquois,2 Elizabeth Dr S,South Dundas,"Stormont, Dundas And Glengarry",ON,Canada,K0E 1K0,44.847167,-75.312146,KGN4109,O211-6-EASTERN; TAX,Community -- Churches/Religious; Food,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470*YS-5000.5000; BD-5000.1470*YS-5000.5000; LH-6300.6400; PB-1400; PV-6500.1500*YR-1500.9100; PV-6500.1500*YR-1500.9100; PV-7000; TC-5000,Community Meals*Hommes; Community Meals*Men; Pastoral Care; Cemetery Property; Christian Churches*Communauté de l'Église Unie; Christian Churches*United Church Community; Religious Activities; Meeting Space,,Worship services every Sunday * missions * facilities for community groups * church cemetery * local church camp * vacation bible school * pastoral care * local community projects * monthly men's breakfast club: October-May,Worship services every Sunday * missions * facilities for community groups * church cemetery * local church camp * vacation bible school * pastoral care * local community projects * monthly men's breakfast club: October-May,office.impc@gmail.com,Call or drop in during service or Friday morning,No restrictions,Service - for hall rentals ; None,,"Fri 9 am-1 pm
Meetings: Sun 9:30 am July-December * Sun 11 am January-June",English; French; Other - Facility rentals for private events.,www.seawayvalleypresbytery.ca,"Stormont, Dundas And Glengarry - South Dundas - NULL",613-652-2056,,,,Mar 8 2018,Community Information Centre of Ottawa,en
55151636,55151635,55151634,Linking Hands Dundas,Linking Hands Dundas,Linking Hands Dundas,2245 Simms St,North Dundas,"Stormont, Dundas And Glengarry",ON,Canada,K0E 1S0,45.031459,-75.493493,OCR3756,O211-6-EASTERN,Food,Free / Low Cost Meals;Free / Low-cost meals;Volunteer Opportunities,BD-5000.1470; PL-7400.1500; PS-8000*YB-8000; PS-8000*YB-8000; PX; TD-1600.3200; TJ-6500.1000; TJ-6500.8500*YZ-6600; TJ-6500.8500*YZ-6600,Community Meals; Computer and Related Technology Classes; Social Clubs/Events*Aînés; Social Clubs/Events*Older Adults; Volunteer Opportunities; Hunger/Poverty Action Groups; Community Calendars; Subject Specific Public Awareness/Education*Poverty Issues; Subject Specific Public Awareness/Education*Questions relatives à la pauvreté,,"Poverty reduction initiative * public education * information on community services * calendar of events<br><br>

* <b>Lunch and Learn:</b> monthly program * residents can attend an hour of education and/or entertainment followed by an hour for lunch and socializing * free transportation to and from the program available<br><br>

* <b>Green Food Box:</b> monthly program offered twice per month, once in North Dundas and once in South Dundas, where residents can buy produce as a collaborative<br><br>

* <b>Good Neighbour Award:</b> an annual award given to one adult and one youth in each of the two townships within Dundas County * nominations come from residents who want to acknowledge the hard work, dedication, and kindness of neighbours<br><br>

* <b>EXPO:</b> annual March Break fun day at Maple Ridge Centre that includes a host of ""exhibitors"" consisting of agency representatives ready to discuss/explain the services and resources available to Dundas County residents<br><br>

* <b>Welcome Dundas:</b> welcome bags consisting of information about agencies, organizations, municipalities, and businesses are available to newcomers to North and South Dundas<br><br>

* <b>Project Warmth Dundas County:</b> Dundas County's low-income individuals and families receive free window insulation kits in the fall <br><br>

* <b>Heat for the Holidays:</b> Dundas County food bank clients who heat with wood are eligible to receive a free month's supply of wood <br><br>

* <b>Information Forums:</b> these change year to year, in 2017 there was a Basic Income Forum; in 2018 there will be a housing event called Home Sweet Home where there will be information related to housing issues from one end of the spectrum (hidden homelessness) to the other (buying or owning your own home)<br><br>

<b>Frequent changes in programs. See website or Facebook page for most up to date offerings.</b>","Poverty reduction initiative * public education * information on community services * calendar of events<br><br>

* <b>Lunch and Learn:</b> monthly program * residents can attend an hour of education and/or entertainment followed by an hour for lunch and socializing * free transportation to and from the program available<br><br>

* <b>Green Food Box:</b> monthly program offered twice per month, once in North Dundas and once in South Dundas, where residents can buy produce as a collaborative<br><br>

* <b>Good Neighbour Award:</b> an annual award given to one adult and one youth in each of the two townships within Dundas County * nominations come from residents who want to acknowledge the hard work, dedication, and kindness of neighbours<br><br>

* <b>EXPO:</b> annual March Break fun day at Maple Ridge Centre that includes a host of ""exhibitors"" consisting of agency representatives ready to discuss/explain the services and resources available to Dundas County residents<br><br>

* <b>Welcome Dundas:</b> welcome bags consisting of information about agencies, organizations, municipalities, and businesses are available to newcomers to North and South Dundas<br><br>

* <b>Project Warmth Dundas County:</b> Dundas County's low-income individuals and families receive free window insulation kits in the fall <br><br>

* <b>Heat for the Holidays:</b> Dundas County food bank clients who heat with wood are eligible to receive a free month's supply of wood <br><br>

* <b>Information Forums:</b> these change year to year, in 2017 there was a Basic Income Forum; in 2018 there will be a housing event called Home Sweet Home where there will be information related to housing issues from one end of the spectrum (hidden homelessness) to the other (buying or owning your own home)<br><br>

<b>Frequent changes in programs. See website or Facebook page for most up to date offerings.</b>",scasselman@houseoflazarus.com,"Call, send an email, or visit the website for more information",Residents<br /><br />Residency Requirements: Dundas County,None,,"Irregular, call for details",English,www.linkinghandsdundas.ca/,"Stormont, Dundas And Glengarry - North Dundas - NULL;Stormont, Dundas And Glengarry - South Dundas - NULL",613-989-3830,,,,Feb 15 2018,Community Information Centre of Ottawa,en
55153359,55153358,55153357,Cooking Connexion,Cooking Connexion,Thamesford - George St - Westminster United Church,Westminister United Church; 115 George St,Zorra,Oxford,ON,Canada,N0M 2M0,43.057952,-80.999643,OXF1230,,,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470,Community Meals,,"Cooking Connexions prepares nutritious, home style cooking and everyone participates in the preparation, cooking and clean-up",Provides cooked meals and fellowship to individuals who live alone in Thamesford and surrounding area once a month.,,Call and reserve one week ahead,Single individuals in Thamesford and surrounding area,Program - $7.00 (meal) ; Includes a second meal to take home to enjoy later on in the week,,"Sep-Jun, third Thu of each month at 3:30 pm",English,,Oxford - Zorra - NULL,Mariette: 519-485-3673,,,,Mar 5 2018,Information Oxford,en
55247392,55247391,55247390,Erin United Church,Erin United Church,Erin United Church,115 Main St,Erin,Wellington,ON,Canada,N0B 1T0,43.770564,-80.064096,GCL2256,211CS; TAX,Community -- Churches/Religious; Food; Older Adults,Children's Programs;Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470; PV-6500.1500*YR-1500.9100; PV-6500.1500*YR-1500.9100; PS-9800.1500; PV-7000; TC-5000,Community Meals; Christian Churches*Communauté de l'Église Unie; Christian Churches*United Church Community; Faith Based Youth Programs; Religious Activities; Meeting Space,,"Church groups and programs include: 
<br>* choir
<br>* United Church Women 
<br>* occasional children's programs
<br>* Messy Church program
<br>* Seniors and Friends lunch
<br>* study group with minister
<br>
<br>Events and activities include:
<br>* Citizens' Climate Lobby, Canada
<br>* Transition Erin events
<br>* new home of Erin Radio, 91.7 FM
<br>* Alcoholics Anonymous meetings
<br>* Al-Anon Family Group meetings
<br>* TOPS (Take Off Pounds Sensibly) meetings",Congregation of the United Church of Canada.,,Call or visit website for information,No restrictions,None,,"Worship service Sun 10:30 am * Sunday School for children and youth during service if requested
Minister''s office hours Thu 1:30 pm-3 pm

* Seniors and Friends lunch Tue 12 noon-2 pm, Thanksgiving - mid May, $3.50 per person 
* hosts regional meetings of Alcoholics Anonymous: Study Group Mon 6:30 pm, Main Meeting Mon 8 pm
*  Al-Anon Thu 8 pm 
* TOPS (Take Off Pounds Sensibly) Tue 5:30 pm","English; Other - Church members include fluent French, Spanish, Dutch, and German speakers",www.erinunitedchurch.org,Wellington - Erin - NULL;Wellington - NULL - NULL,519-833-9727,,,,Mar 14 2018,PIN - The People and Information Network,en
55273103,55273102,55273101,Cobourg Farmers' Market,Cobourg Farmers' Market,Cobourg Farmers' Market,201 Second St,Cobourg,Northumberland,ON,Canada,,43.958629,-78.167331,SHA1434,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,Weekly Farmers market.,Weekly Farmers market.,cobourgfarmersmarket@gmail.com,Call or visit,No restrictions,Membership - Vendors ; Service - Sale of Goods,,"May-Dec: Sat 8 am-1 pm
Dates: First Saturday of May until the Saturday before Christmas",English,cobourgfarmersmarket.com,Northumberland - NULL - NULL,,,,,Mar 12 2018,,en
55398094,55398093,55398092,Rickson Ridge Neighbourhood Association,Rickson Ridge Neighbourhood Association,Rickson Ridge Neighbourhood Association,,Guelph,Wellington,ON,Canada,,,,GUE0447,CCAC; CIG-REC,Neighbourhood Groups; Waterloo Wellington,Free / Low Cost Meals;Free / Low-cost meals,BD-2600.1500; BD-5000.1470; BM-6500.6500-250; PL-7000.4360; TD-1600.6000,Community Gardening; Community Meals; Food Preparation Facilities; General Recreational Activities/Sports; Neighbourhood Improvement Groups,,"Leadership team and membership work with municipal authorities to handle neighbourhood concerns, promote the neighbourhood, and encourage events and services to locate nearby. Initiatives and activities include:
<br>* potlucks 
<br>* kids camps 
<br>* community kitchen
<br>* French music circle
<br>* recreational activities 
<br>* collaborative gardening",Member of the Guelph Neighbourhood Support Coalition.,ricksonridgecommunity@gmail.com,Call or visit website for information,"Neighbourhood residents, businesses and land owners<br /><br />Residency Requirements: South and east of Edinburgh Rd, south of Kortright Rd, west of Gordon St",None,,"Office hours vary, call or e-mail for an appointment
Meeting location and times vary, call or e-mail for information",English,guelphneighbourhoods.org,Wellington - Guelph - NULL,519-803-6696,,,,Mar 19 2018,PIN - The People and Information Network,en
55399018,55399017,55399016,Olive Branch (The),Olive Branch (The),Olive Branch (The),195 Rebecca St,Hamilton,Hamilton,ON,Canada,L8R 1C2,43.256268,-79.8603737,HAM0574,CEP; TAX,Community -- Churches/Religious; Immediate,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals;Homeless Shelters;Homeless Shelters / Drop-Ins;Street outreach,BH-1800.3500*YQ-1980; BH-1800.3500*YQ-1980; BD-5000.8300; BM-6500.6500-650; PH-8000*YQ-1980; PH-8000*YQ-1980; PV-7000,Homeless Drop In Centres*Faith Based Organizational Perspective; Homeless Drop In Centres*Points de vue organisationnels axés sur la religion; Homeless Meals; Personal/Grooming Supplies; Street Outreach Programs*Faith Based Organizational Perspective; Street Outreach Programs*Points de vue organisationnels axés sur la religion; Religious Activities,,"Provides meals and personal items to individuals in physical and spiritual need. Personal items include soap, toothpaste, toothbrushes, combs, sleeping bags, blankets, and clothes, offered based on availability.","Provides meals and personal items to individuals in physical and spiritual need. Personal items include soap, toothpaste, toothbrushes, combs, sleeping bags, blankets, and clothes, offered based on availability.",olive.branch.hamilton@gmail.com,Contact for information,Open to all * Volunteers: age 16 years and older,None,,"Lunch: Wed-Sat 12 noon-1:30 pm, Sun after worship * Drop-in: Wed-Sun 10 am-2 pm * Worship Service: Sun 11:30 am-2 pm
Dates: Sep-Jun: lunch served Wed-Sun * Jul-Aug: lunch served Wed-Fri",English,theolivebranchhamilton.com,Hamilton - NULL - NULL,905-522-7482,,,,Apr 19 2017,Information Hamilton,en
55404729,55404728,55404727,Grace United Church,Grace United Church,Gananoque,120 Pine St,Gananoque,Leeds And Grenville,ON,Canada,K7G 1C7,44.329342,-76.161704,KGN6237,DISASTER; O211-6-EASTERN; TAX,Community -- Churches/Religious; Food; Food and Water,Food Banks;Food Hampers;Free / Low Cost Meals;Free / Low-cost meals;Test - Food Banks,BD-1800.2000; BD-5000.1470; BD-5000.1470*YB-8000; BD-5000.1470*YB-8000; BD-5000.1470*YS-5000.5000; BD-5000.1470*YS-5000.5000; PV-6500.1500*YR-1500.9100; PV-6500.1500*YR-1500.9100; PV-7000,Food Banks; Community Meals; Community Meals*Aînés; Community Meals*Older Adults; Community Meals*Hommes; Community Meals*Men; Christian Churches*Communauté de l'Église Unie; Christian Churches*United Church Community; Religious Activities,,"United church offering: Sunday School and Nursery * Messy Church: biblical theme day with crafts, games, music, and food * Men's fellowship breakfast * food bank donations * meeting rooms * special events * programs","United church offering: Sunday School and Nursery * Messy Church: biblical theme day with crafts, games, music, and food * Men's fellowship breakfast * food bank donations * meeting rooms * special events * programs",grace.gan@outlook.com,Drop in at religious services * call for information about programs,No restrictions,None,,"Mon-Tue, Thu-Fri 8 am-1 pm
Meetings: Worship services Sun 10:30 am * Messy Church, second Friday of the month 5 pm * Food Bank Sunday third Sunday of the month",English,www.graceunitedgananoque.com,Leeds And Grenville - Gananoque - NULL;Leeds And Grenville - Leeds And The Thousand Islands - NULL,613-382-2161,,,613-382-2162,Mar 20 2018,Community Information Centre of Ottawa,en
55431736,55431735,55431734,Burtch Baptist Church,Burtch Baptist Church,Burtch Baptist Church,352 Cockshutt Rd,Brantford,Brant,ON,Canada,N3T 0N4,43.061705,-80.266698,SIM4245,INFOBHN-CAT; TAX,Community -- Churches/Religious; Faith Based; Food; Food Banks; Free / Low-Cost Meals; Meeting Space; Recreation for Children / Families; Recreation for Youth; Spiritual Care / Support; Support Groups / Counselling,Children's Programs;Counselling / Therapy;Food Banks;Food Hampers;Free / Low Cost Meals;Free / Low-cost meals;Test - Food Banks,BD-1800.2000; BD-5000.1470; PS-9800.1500; RD-1900; RP-1400.8000-100; PV-6500.1500; TC-5000,Food Banks; Community Meals; Faith Based Youth Programs; Faith Based Counselling; Bereavement Counselling; Christian Churches; Meeting Space,,"Baptist church offering worship service and Sunday school * offer occasional community meals * counselling and bereavement support with the Pastor * supplies to those in need (food, clothing, diapers, formula, furniture etc) * youth groups * meeting space",Church,,Call for information or to request assistance *  drop-in during worship service,No restrictions,None,,"Worship Service Sun 10 am
Sunday School 11:20 am
Community suppers - advertised at various times throughout the year",English,,Brant - NULL - NULL,519-484-2352,,,,Mar 15 2018,Contact Brant,en
